allocation_usd,basis,consumption_units,generated_consumption_units,gross_allocation_usd,period,planned_consumption_units,pool_id,posting_state,scenario,statutory_fee_credit_usd,unit
118505.4947,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,192.0000,72.0000,118505.4947,2027-01-31,120.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
7021.5385,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,32.6000,32.6000,7021.5385,2027-11-30,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
5040.0000,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,23.4000,23.4000,5040.0000,2027-11-30,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
4092.3077,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,19.0000,19.0000,4092.3077,2027-11-30,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
22909.3443,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,140.0000,0.0000,30153.8462,2027-11-30,140.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,7244.5019,pale-sun
17348.6318,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,131.0000,0.0000,28215.3847,2027-11-30,131.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,10866.7529,american-resource-utility
50830.7694,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,236.0000,236.0000,50830.7694,2027-11-30,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
6024.0964,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,20.0000,0.0000,6024.0964,2027-11-30,20.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
6325.3012,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,21.0000,1.0000,6325.3012,2027-11-30,20.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
11746.9880,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,39.0000,9.0000,11746.9880,2027-11-30,30.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
10542.1687,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,35.0000,0.0000,10542.1687,2027-11-30,35.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
12650.6024,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,42.0000,2.0000,12650.6024,2027-11-30,40.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
15266.1097,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,65.0000,0.0000,19578.3133,2027-11-30,65.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,4312.2036,pale-sun
11603.9839,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,60.0000,0.0000,18072.2892,2027-11-30,60.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,6468.3053,american-resource-utility
15060.2408,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,50.0000,0.0000,15060.2408,2027-11-30,50.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
104494.7029,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,161.0000,41.0000,104494.7029,2027-12-31,120.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
52571.8692,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,81.0000,16.0000,52571.8692,2027-12-31,65.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
16225.8855,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,25.0000,0.0000,16225.8855,2027-12-31,25.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
12980.7084,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,20.0000,0.0000,12980.7084,2027-12-31,20.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
9735.5313,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,15.0000,0.0000,9735.5313,2027-12-31,15.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
205188.6847,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,70.0000,0.0000,45432.4795,2027-12-31,70.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,-159756.2052,pale-sun
281821.6105,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,65.0000,0.0000,42187.3024,2027-12-31,65.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,-239634.3081,american-resource-utility
58413.1881,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,90.0000,0.0000,58413.1881,2027-12-31,90.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
33184.0754,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,113.0000,83.0000,33184.0754,2027-12-31,30.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
15270.5480,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,52.0000,32.0000,15270.5480,2027-12-31,20.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
13802.2261,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,47.0000,17.0000,13802.2261,2027-12-31,30.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
7341.6096,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,25.0000,0.0000,7341.6096,2027-12-31,25.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
11746.5754,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,40.0000,10.0000,11746.5754,2027-12-31,30.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
115341.6315,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,120.0000,0.0000,35239.7261,2027-12-31,120.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,-80101.9054,pale-sun
161265.8720,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,140.0000,0.0000,41113.0138,2027-12-31,140.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,-120152.8582,american-resource-utility
13802.2261,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,47.0000,2.0000,13802.2261,2027-12-31,45.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
35354.0334,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,161.0000,161.0000,35354.0334,2027-12-31,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
8124.8400,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,37.0000,37.0000,8124.8400,2027-12-31,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
7158.6428,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,32.6000,32.6000,7158.6428,2027-12-31,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
5138.4123,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,23.4000,23.4000,5138.4123,2027-12-31,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
4172.2151,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,19.0000,19.0000,4172.2151,2027-12-31,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
110844.5431,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,140.0000,0.0000,30742.6377,2027-12-31,140.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,-80101.9054,pale-sun
148919.1835,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,131.0000,0.0000,28766.3253,2027-12-31,131.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,-120152.8582,american-resource-utility
52042.8939,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,237.0000,237.0000,52042.8939,2027-12-31,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
6060.6061,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,20.0000,0.0000,6060.6061,2027-12-31,20.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
6060.6061,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,20.0000,0.0000,6060.6061,2027-12-31,20.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
11515.1515,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,38.0000,8.0000,11515.1515,2027-12-31,30.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
10606.0606,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,35.0000,0.0000,10606.0606,2027-12-31,35.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
12727.2727,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,42.0000,2.0000,12727.2727,2027-12-31,40.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
66403.6200,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,65.0000,0.0000,19696.9697,2027-12-31,65.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,-46706.6503,pale-sun
88241.7937,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,60.0000,0.0000,18181.8182,2027-12-31,60.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,-70059.9755,american-resource-utility
15151.5151,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,50.0000,0.0000,15151.5151,2027-12-31,50.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
