scenario,entity,year,month,asset_id,project_id,ledger_account,asset_status,conditional_service_index,actual_conditional_service_index,conditional_service_period,actual_conditional_service_period,method,gross_usd,opening_net_book_usd,additions_usd,depreciation_usd,accumulated_depreciation_usd,closing_net_book_usd,capitalized_to_inventory_usd,expense_depreciation_usd,project_budget_usd,project_paid_to_date_usd,available_at,record_origin,fact_state,period_role,effective_period_end
base,ARU_GROUP,2027,11,ARU-LAND,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,LAND,8000000,8000000,0,0,0,8000000,0,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,ARU_GROUP,2027,11,ARU-TRACK,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,15000000,14091551,0,41666,950115,14049885,0,41666,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,ARU_GROUP,2027,11,ARU-TERMINAL,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,12000000,10909863,0,50000,1140137,10859863,0,50000,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,ARU_GROUP,2027,11,ARU-MOBILE,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,7000000,5183104,0,83333,1900229,5099771,0,83333,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,ARU_GROUP,2027,11,ARU-SUSTAIN-2026,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,3300000,2873750,0,27500,453750,2846250,0,27500,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,ARU_GROUP,2027,11,ARU-CATCHUP-2026,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,11000000,10052778,0,61111,1008333,9991667,0,61111,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,ARU_GROUP,2027,11,ARU-INTERFACE-2026,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,5250000,4900000,0,21875,371875,4878125,0,21875,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,ARU_GROUP,2027,11,CAPEX-base-ARU_GROUP-202701-replacement-PAID-1,,1400,CONDITIONAL_IN_SERVICE,1,1,2027-01,2027-01,STRAIGHT_LINE,283250,269087,0,1573,15736,267514,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,ARU_GROUP,2027,11,CAPEX-base-ARU_GROUP-202702-replacement-PAID-2,,1400,CONDITIONAL_IN_SERVICE,2,2,2027-02,2027-02,STRAIGHT_LINE,283250,270661,0,1573,14162,269088,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,ARU_GROUP,2027,11,CAPEX-base-ARU_GROUP-202703-replacement-PAID-3,,1400,CONDITIONAL_IN_SERVICE,3,3,2027-03,2027-03,STRAIGHT_LINE,283250,272235,0,1573,12588,270662,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,ARU_GROUP,2027,11,CAPEX-base-ARU_GROUP-202704-replacement-PAID-4,,1400,CONDITIONAL_IN_SERVICE,4,4,2027-04,2027-04,STRAIGHT_LINE,283250,273809,0,1573,11014,272236,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,ARU_GROUP,2027,11,CAPEX-base-ARU_GROUP-202705-replacement-PAID-5,,1400,CONDITIONAL_IN_SERVICE,5,5,2027-05,2027-05,STRAIGHT_LINE,283250,275383,0,1573,9440,273810,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,ARU_GROUP,2027,11,CAPEX-base-ARU_GROUP-202706-replacement-PAID-6,,1400,CONDITIONAL_IN_SERVICE,6,6,2027-06,2027-06,STRAIGHT_LINE,283250,276957,0,1573,7866,275384,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,ARU_GROUP,2027,11,CAPEX-base-ARU_GROUP-202707-replacement-PAID-7,,1400,CONDITIONAL_IN_SERVICE,7,7,2027-07,2027-07,STRAIGHT_LINE,283250,278531,0,1573,6292,276958,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,ARU_GROUP,2027,11,CAPEX-base-ARU_GROUP-202708-replacement-PAID-8,,1400,CONDITIONAL_IN_SERVICE,8,8,2027-08,2027-08,STRAIGHT_LINE,283250,280104,0,1573,4719,278531,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,ARU_GROUP,2027,11,CAPEX-base-ARU_GROUP-202709-replacement-PAID-9,,1400,CONDITIONAL_IN_SERVICE,9,9,2027-09,2027-09,STRAIGHT_LINE,283250,281677,0,1573,3146,280104,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,ARU_GROUP,2027,11,CAPEX-base-ARU_GROUP-202710-replacement-PAID-10,,1400,CONDITIONAL_IN_SERVICE,10,10,2027-10,2027-10,STRAIGHT_LINE,283250,283250,0,1573,1573,281677,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,RWH_PS,2027,11,RW-LEGACY-PRODUCTION,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,UNITS_OF_PRODUCTION,59000000,52501648,0,295890,6794242,52205758,295890,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,RWH_PS,2027,11,RW-INTERFACE-2026,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,3250000,3033332,0,13541,230209,3019791,0,13541,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,RWH_PS,2027,11,CAPEX-base-RWH_PS-202701-replacement-PAID-1,,1400,CONDITIONAL_IN_SERVICE,1,1,2027-01,2027-01,PRODUCTION_STRAIGHT_LINE,593333,571083,0,2472,24722,568611,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,RWH_PS,2027,11,CAPEX-base-RWH_PS-202702-replacement-PAID-2,,1400,CONDITIONAL_IN_SERVICE,2,2,2027-02,2027-02,PRODUCTION_STRAIGHT_LINE,593333,573556,0,2472,22249,571084,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,RWH_PS,2027,11,CAPEX-base-RWH_PS-202703-replacement-PAID-3,,1400,CONDITIONAL_IN_SERVICE,3,3,2027-03,2027-03,PRODUCTION_STRAIGHT_LINE,593333,576029,0,2472,19776,573557,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,RWH_PS,2027,11,CAPEX-base-RWH_PS-202704-replacement-PAID-4,,1400,CONDITIONAL_IN_SERVICE,4,4,2027-04,2027-04,PRODUCTION_STRAIGHT_LINE,593333,578501,0,2472,17304,576029,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,RWH_PS,2027,11,CAPEX-base-RWH_PS-202705-replacement-PAID-5,,1400,CONDITIONAL_IN_SERVICE,5,5,2027-05,2027-05,PRODUCTION_STRAIGHT_LINE,593333,580973,0,2472,14832,578501,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,RWH_PS,2027,11,CAPEX-base-RWH_PS-202706-replacement-PAID-6,,1400,CONDITIONAL_IN_SERVICE,6,6,2027-06,2027-06,PRODUCTION_STRAIGHT_LINE,593333,583445,0,2472,12360,580973,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,RWH_PS,2027,11,CAPEX-base-RWH_PS-202707-replacement-PAID-7,,1400,CONDITIONAL_IN_SERVICE,7,7,2027-07,2027-07,PRODUCTION_STRAIGHT_LINE,593333,585917,0,2472,9888,583445,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,RWH_PS,2027,11,CAPEX-base-RWH_PS-202708-replacement-PAID-8,,1400,CONDITIONAL_IN_SERVICE,8,8,2027-08,2027-08,PRODUCTION_STRAIGHT_LINE,593333,588389,0,2472,7416,585917,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,RWH_PS,2027,11,CAPEX-base-RWH_PS-202709-replacement-PAID-9,,1400,CONDITIONAL_IN_SERVICE,9,9,2027-09,2027-09,PRODUCTION_STRAIGHT_LINE,593333,590861,0,2472,4944,588389,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,RWH_PS,2027,11,CAPEX-base-RWH_PS-202710-replacement-PAID-10,,1400,CONDITIONAL_IN_SERVICE,10,10,2027-10,2027-10,PRODUCTION_STRAIGHT_LINE,593333,593333,0,2472,2472,590861,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,RWH_PS,2027,11,CAPEX-base-RWH_PS-202711-replacement-PAID-11,,1400,CONDITIONAL_IN_SERVICE,11,11,2027-11,2027-11,PRODUCTION_STRAIGHT_LINE,593333,0,593333,0,0,593333,0,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,ARU_GROUP,2027,11,CAPEX-base-ARU_GROUP-202711-replacement-PAID-11,,1400,CONDITIONAL_IN_SERVICE,11,11,2027-11,2027-11,STRAIGHT_LINE,283250,0,283250,0,0,283250,0,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,ARU_GROUP,2027,12,ARU-LAND,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,LAND,8000000,8000000,0,0,0,8000000,0,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,ARU_GROUP,2027,12,ARU-TRACK,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,15000000,14049885,0,41666,991781,14008219,0,41666,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,ARU_GROUP,2027,12,ARU-TERMINAL,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,12000000,10859863,0,50000,1190137,10809863,0,50000,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,ARU_GROUP,2027,12,ARU-MOBILE,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,7000000,5099771,0,83333,1983562,5016438,0,83333,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,ARU_GROUP,2027,12,ARU-SUSTAIN-2026,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,3300000,2846250,0,27500,481250,2818750,0,27500,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,ARU_GROUP,2027,12,ARU-CATCHUP-2026,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,11000000,9991667,0,61111,1069444,9930556,0,61111,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,ARU_GROUP,2027,12,ARU-INTERFACE-2026,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,5250000,4878125,0,21875,393750,4856250,0,21875,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,ARU_GROUP,2027,12,CAPEX-base-ARU_GROUP-202701-replacement-PAID-1,,1400,CONDITIONAL_IN_SERVICE,1,1,2027-01,2027-01,STRAIGHT_LINE,283250,267514,0,1573,17309,265941,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,ARU_GROUP,2027,12,CAPEX-base-ARU_GROUP-202702-replacement-PAID-2,,1400,CONDITIONAL_IN_SERVICE,2,2,2027-02,2027-02,STRAIGHT_LINE,283250,269088,0,1573,15735,267515,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,ARU_GROUP,2027,12,CAPEX-base-ARU_GROUP-202703-replacement-PAID-3,,1400,CONDITIONAL_IN_SERVICE,3,3,2027-03,2027-03,STRAIGHT_LINE,283250,270662,0,1573,14161,269089,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,ARU_GROUP,2027,12,CAPEX-base-ARU_GROUP-202704-replacement-PAID-4,,1400,CONDITIONAL_IN_SERVICE,4,4,2027-04,2027-04,STRAIGHT_LINE,283250,272236,0,1573,12587,270663,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,ARU_GROUP,2027,12,CAPEX-base-ARU_GROUP-202705-replacement-PAID-5,,1400,CONDITIONAL_IN_SERVICE,5,5,2027-05,2027-05,STRAIGHT_LINE,283250,273810,0,1573,11013,272237,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,ARU_GROUP,2027,12,CAPEX-base-ARU_GROUP-202706-replacement-PAID-6,,1400,CONDITIONAL_IN_SERVICE,6,6,2027-06,2027-06,STRAIGHT_LINE,283250,275384,0,1573,9439,273811,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,ARU_GROUP,2027,12,CAPEX-base-ARU_GROUP-202707-replacement-PAID-7,,1400,CONDITIONAL_IN_SERVICE,7,7,2027-07,2027-07,STRAIGHT_LINE,283250,276958,0,1573,7865,275385,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,ARU_GROUP,2027,12,CAPEX-base-ARU_GROUP-202708-replacement-PAID-8,,1400,CONDITIONAL_IN_SERVICE,8,8,2027-08,2027-08,STRAIGHT_LINE,283250,278531,0,1573,6292,276958,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,ARU_GROUP,2027,12,CAPEX-base-ARU_GROUP-202709-replacement-PAID-9,,1400,CONDITIONAL_IN_SERVICE,9,9,2027-09,2027-09,STRAIGHT_LINE,283250,280104,0,1573,4719,278531,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,ARU_GROUP,2027,12,CAPEX-base-ARU_GROUP-202710-replacement-PAID-10,,1400,CONDITIONAL_IN_SERVICE,10,10,2027-10,2027-10,STRAIGHT_LINE,283250,281677,0,1573,3146,280104,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,ARU_GROUP,2027,12,CAPEX-base-ARU_GROUP-202711-replacement-PAID-11,,1400,CONDITIONAL_IN_SERVICE,11,11,2027-11,2027-11,STRAIGHT_LINE,283250,283250,0,1573,1573,281677,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,RWH_PS,2027,12,RW-LEGACY-PRODUCTION,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,UNITS_OF_PRODUCTION,59000000,52205758,0,305753,7099995,51900005,305753,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,RWH_PS,2027,12,RW-INTERFACE-2026,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,3250000,3019791,0,13541,243750,3006250,0,13541,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,RWH_PS,2027,12,CAPEX-base-RWH_PS-202701-replacement-PAID-1,,1400,CONDITIONAL_IN_SERVICE,1,1,2027-01,2027-01,PRODUCTION_STRAIGHT_LINE,593333,568611,0,2472,27194,566139,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,RWH_PS,2027,12,CAPEX-base-RWH_PS-202702-replacement-PAID-2,,1400,CONDITIONAL_IN_SERVICE,2,2,2027-02,2027-02,PRODUCTION_STRAIGHT_LINE,593333,571084,0,2472,24721,568612,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,RWH_PS,2027,12,CAPEX-base-RWH_PS-202703-replacement-PAID-3,,1400,CONDITIONAL_IN_SERVICE,3,3,2027-03,2027-03,PRODUCTION_STRAIGHT_LINE,593333,573557,0,2472,22248,571085,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,RWH_PS,2027,12,CAPEX-base-RWH_PS-202704-replacement-PAID-4,,1400,CONDITIONAL_IN_SERVICE,4,4,2027-04,2027-04,PRODUCTION_STRAIGHT_LINE,593333,576029,0,2472,19776,573557,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,RWH_PS,2027,12,CAPEX-base-RWH_PS-202705-replacement-PAID-5,,1400,CONDITIONAL_IN_SERVICE,5,5,2027-05,2027-05,PRODUCTION_STRAIGHT_LINE,593333,578501,0,2472,17304,576029,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,RWH_PS,2027,12,CAPEX-base-RWH_PS-202706-replacement-PAID-6,,1400,CONDITIONAL_IN_SERVICE,6,6,2027-06,2027-06,PRODUCTION_STRAIGHT_LINE,593333,580973,0,2472,14832,578501,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,RWH_PS,2027,12,CAPEX-base-RWH_PS-202707-replacement-PAID-7,,1400,CONDITIONAL_IN_SERVICE,7,7,2027-07,2027-07,PRODUCTION_STRAIGHT_LINE,593333,583445,0,2472,12360,580973,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,RWH_PS,2027,12,CAPEX-base-RWH_PS-202708-replacement-PAID-8,,1400,CONDITIONAL_IN_SERVICE,8,8,2027-08,2027-08,PRODUCTION_STRAIGHT_LINE,593333,585917,0,2472,9888,583445,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,RWH_PS,2027,12,CAPEX-base-RWH_PS-202709-replacement-PAID-9,,1400,CONDITIONAL_IN_SERVICE,9,9,2027-09,2027-09,PRODUCTION_STRAIGHT_LINE,593333,588389,0,2472,7416,585917,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,RWH_PS,2027,12,CAPEX-base-RWH_PS-202710-replacement-PAID-10,,1400,CONDITIONAL_IN_SERVICE,10,10,2027-10,2027-10,PRODUCTION_STRAIGHT_LINE,593333,590861,0,2472,4944,588389,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,RWH_PS,2027,12,CAPEX-base-RWH_PS-202711-replacement-PAID-11,,1400,CONDITIONAL_IN_SERVICE,11,11,2027-11,2027-11,PRODUCTION_STRAIGHT_LINE,593333,593333,0,2472,2472,590861,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,RWH_PS,2027,12,CAPEX-base-RWH_PS-202712-replacement-PAID-12,,1400,CONDITIONAL_IN_SERVICE,12,12,2027-12,2027-12,PRODUCTION_STRAIGHT_LINE,593333,0,593333,0,0,593333,0,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,ARU_GROUP,2027,12,CAPEX-base-ARU_GROUP-202712-replacement-PAID-12,,1400,CONDITIONAL_IN_SERVICE,12,12,2027-12,2027-12,STRAIGHT_LINE,283250,0,283250,0,0,283250,0,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
